source_row,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,was_previously_contacted,days_since_previous_contact,score
40962,41,admin.,single,high.school,no,no,no,cellular,oct,thu,2,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,0,0,0.8476111538781879
40947,63,admin.,married,university.degree,no,yes,yes,cellular,oct,thu,2,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,0,0,0.8468726468962893
40972,26,student,single,high.school,no,yes,no,telephone,oct,mon,1,0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,0,0,0.8452269792067608
40982,74,retired,divorced,basic.4y,no,yes,no,cellular,oct,mon,2,0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,0,0,0.8445140697394425
38467,33,admin.,single,high.school,no,yes,no,cellular,oct,mon,2,2,failure,-3.4,92.431,-26.9,0.731,5017.5,1,6,0.841996215438316
41041,35,admin.,single,university.degree,no,yes,no,cellular,oct,mon,1,0,nonexistent,-1.1,94.601,-49.5,1.032,4963.6,0,0,0.8415642503297475
40867,32,technician,married,professional.course,no,no,no,cellular,oct,wed,1,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,0,0,0.8409075763599252
40980,29,admin.,single,university.degree,no,yes,no,cellular,oct,mon,1,0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,0,0,0.8389836293608491
40909,27,admin.,single,university.degree,no,no,no,cellular,oct,mon,1,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,0,0,0.8384949442569644
40992,48,technician,married,university.degree,no,yes,yes,cellular,oct,tue,2,0,nonexistent,-1.1,94.601,-49.5,1.008,4963.6,0,0,0.8380847799115088
41002,45,student,single,unknown,no,yes,no,cellular,oct,wed,2,2,failure,-1.1,94.601,-49.5,1.016,4963.6,0,0,0.8380407539034829
40368,27,student,single,university.degree,no,no,no,cellular,aug,wed,1,3,success,-1.7,94.027,-38.3,0.9,4991.6,1,3,0.8370403735466658
40365,28,student,single,basic.9y,no,yes,no,cellular,aug,wed,1,1,success,-1.7,94.027,-38.3,0.9,4991.6,1,0,0.8351134230305173
40872,32,technician,married,professional.course,no,yes,no,cellular,oct,wed,2,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,0,0,0.8347180047548727
40952,50,admin.,married,high.school,no,yes,no,cellular,oct,thu,1,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,0,0,0.8336091753739909
38171,51,technician,married,professional.course,no,yes,no,cellular,oct,thu,6,3,failure,-3.4,92.431,-26.9,0.754,5017.5,1,6,0.8326820430001647
40883,65,retired,married,basic.4y,no,yes,no,telephone,oct,thu,4,0,nonexistent,-1.1,94.601,-49.5,0.965,4963.6,0,0,0.829630138019999
41014,31,technician,single,professional.course,no,unknown,unknown,cellular,oct,thu,2,0,nonexistent,-1.1,94.601,-49.5,1.025,4963.6,0,0,0.8290620924808328
40985,47,admin.,single,university.degree,no,no,no,cellular,oct,mon,3,0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,0,0,0.828936042719331
40953,48,technician,married,professional.course,no,yes,no,cellular,oct,thu,1,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,0,0,0.8289121497643667
41056,60,retired,married,professional.course,no,no,yes,cellular,oct,wed,2,1,failure,-1.1,94.601,-49.5,1.043,4963.6,0,0,0.8286229598004241
40998,34,technician,married,university.degree,no,yes,no,telephone,oct,wed,1,0,nonexistent,-1.1,94.601,-49.5,1.016,4963.6,0,0,0.8249412301536755
41039,33,admin.,single,university.degree,no,yes,no,cellular,oct,mon,5,0,nonexistent,-1.1,94.601,-49.5,1.032,4963.6,0,0,0.8235830567830947
37916,18,student,single,unknown,no,no,no,cellular,sep,thu,1,1,success,-3.4,92.379,-29.8,0.809,5017.5,1,3,0.8224654299357167
40889,61,retired,married,basic.4y,no,no,no,telephone,oct,fri,1,0,nonexistent,-1.1,94.601,-49.5,0.972,4963.6,0,0,0.8214585930642743
37933,26,student,single,unknown,no,yes,yes,cellular,sep,thu,1,1,success,-3.4,92.379,-29.8,0.809,5017.5,1,3,0.8206198893703016
41021,29,unemployed,single,high.school,no,yes,no,cellular,oct,fri,2,0,nonexistent,-1.1,94.601,-49.5,1.029,4963.6,0,0,0.8205845003198343
40978,44,admin.,married,university.degree,no,yes,no,cellular,oct,mon,1,0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,0,0,0.8204618785665563
40911,33,services,single,university.degree,no,no,no,cellular,oct,mon,2,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,0,0,0.8186577995726108
40955,61,blue-collar,married,professional.course,no,yes,no,cellular,oct,thu,2,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,0,0,0.817486771463294
40881,64,unemployed,divorced,basic.9y,no,yes,no,cellular,oct,wed,2,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,0,0,0.8165461369325429
40903,31,technician,single,professional.course,no,yes,no,cellular,oct,fri,2,0,nonexistent,-1.1,94.601,-49.5,0.972,4963.6,0,0,0.8158474284893479
38473,50,management,married,basic.9y,no,no,no,cellular,oct,mon,2,2,failure,-3.4,92.431,-26.9,0.731,5017.5,1,6,0.8151683337688214
40373,18,student,single,unknown,no,yes,no,cellular,aug,wed,2,1,success,-1.7,94.027,-38.3,0.9,4991.6,1,6,0.8151599471763199
41004,80,retired,married,professional.course,no,yes,no,cellular,oct,thu,1,1,failure,-1.1,94.601,-49.5,1.025,4963.6,0,0,0.8132600519342065
40856,50,management,married,university.degree,no,yes,no,cellular,oct,fri,2,0,nonexistent,-1.1,94.601,-49.5,0.942,4963.6,0,0,0.813085643317904
40969,84,retired,divorced,basic.4y,unknown,yes,no,cellular,oct,fri,4,0,nonexistent,-1.1,94.601,-49.5,0.993,4963.6,0,0,0.8102684207959322
40469,92,retired,married,unknown,no,no,yes,cellular,aug,wed,1,4,success,-1.7,94.027,-38.3,0.903,4991.6,1,3,0.8092261223699316
38245,33,blue-collar,married,basic.4y,no,yes,no,telephone,oct,mon,3,1,success,-3.4,92.431,-26.9,0.743,5017.5,1,3,0.8077597254496168
41023,27,self-employed,single,university.degree,no,no,no,telephone,oct,fri,3,0,nonexistent,-1.1,94.601,-49.5,1.029,4963.6,0,0,0.8065661701040944
40862,27,student,single,university.degree,no,yes,no,cellular,oct,fri,1,3,failure,-1.1,94.601,-49.5,0.942,4963.6,0,0,0.804751007456367
38148,61,retired,married,high.school,no,yes,no,cellular,sep,wed,1,1,success,-3.4,92.379,-29.8,0.753,5017.5,1,3,0.8033704894405744
38347,50,technician,married,professional.course,no,unknown,unknown,cellular,oct,fri,1,2,failure,-3.4,92.431,-26.9,0.739,5017.5,1,8,0.8033104728479791
40896,27,student,single,unknown,no,yes,no,cellular,oct,fri,2,1,failure,-1.1,94.601,-49.5,0.972,4963.6,0,0,0.8025080181408195
39008,30,student,single,unknown,no,no,no,cellular,dec,wed,1,2,success,-3.0,92.713,-33.0,0.715,5023.5,1,4,0.8010477533720702
40989,24,student,single,professional.course,no,no,yes,cellular,oct,tue,3,2,failure,-1.1,94.601,-49.5,1.008,4963.6,0,0,0.7998081800445379
40887,31,admin.,single,university.degree,no,yes,no,telephone,oct,fri,1,0,nonexistent,-1.1,94.601,-49.5,0.972,4963.6,0,0,0.7998031518580521
38128,68,retired,single,university.degree,no,yes,no,cellular,sep,fri,1,1,success,-3.4,92.379,-29.8,0.741,5017.5,1,3,0.7997324885821839
40905,59,services,married,university.degree,no,yes,no,cellular,oct,mon,1,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,0,0,0.799655122990745
40888,62,blue-collar,married,unknown,no,no,no,cellular,oct,fri,3,0,nonexistent,-1.1,94.601,-49.5,0.972,4963.6,0,0,0.799435088555456
40873,32,admin.,married,high.school,no,yes,no,telephone,oct,wed,1,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,0,0,0.7988380983419062
40996,81,retired,married,basic.4y,no,yes,no,cellular,oct,wed,1,2,failure,-1.1,94.601,-49.5,1.016,4963.6,0,0,0.798569377590779
40946,60,retired,married,basic.4y,no,yes,no,cellular,oct,wed,2,1,failure,-1.1,94.601,-49.5,0.985,4963.6,0,0,0.7980240112832377
40450,92,retired,married,unknown,no,no,yes,cellular,aug,tue,1,1,success,-1.7,94.027,-38.3,0.904,4991.6,1,3,0.7975145886199689
40376,27,student,single,university.degree,no,yes,no,telephone,aug,wed,1,5,success,-1.7,94.027,-38.3,0.9,4991.6,1,0,0.7962486911451958
37925,60,retired,married,professional.course,no,yes,no,cellular,sep,thu,1,1,success,-3.4,92.379,-29.8,0.809,5017.5,1,3,0.7938406066538909
38254,71,retired,single,university.degree,no,yes,no,cellular,oct,tue,1,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0,0,0.7937012564257989
38288,74,retired,married,unknown,no,yes,yes,cellular,oct,wed,1,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0,0,0.7923321421143712
38161,69,retired,married,university.degree,no,yes,no,cellular,oct,thu,1,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,0,0,0.7915637081926111
39086,62,retired,married,university.degree,no,yes,no,cellular,dec,wed,1,1,success,-3.0,92.713,-33.0,0.706,5023.5,1,6,0.7911766380407267
38313,28,student,single,unknown,no,yes,no,cellular,oct,thu,1,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0,0.7910233137088584
39153,21,student,single,basic.9y,no,no,no,cellular,mar,wed,1,1,success,-1.8,93.369,-34.8,0.655,5008.7,1,6,0.7892792154792517
41055,27,technician,single,university.degree,no,yes,no,cellular,oct,wed,1,1,failure,-1.1,94.601,-49.5,1.043,4963.6,0,0,0.7889764739049103
41038,23,student,single,high.school,no,yes,no,cellular,oct,mon,2,1,failure,-1.1,94.601,-49.5,1.032,4963.6,0,0,0.7888897542600974
40559,24,student,single,unknown,no,yes,no,cellular,sep,wed,1,1,success,-1.1,94.199,-37.5,0.886,4963.6,1,5,0.7886738419145011
40484,76,retired,married,university.degree,no,yes,no,cellular,aug,thu,2,3,success,-1.7,94.027,-38.3,0.899,4991.6,1,6,0.7882104279046445
38153,37,unknown,single,university.degree,no,no,no,cellular,sep,wed,1,1,success,-3.4,92.379,-29.8,0.753,5017.5,1,1,0.7877693589889615
38015,69,retired,married,basic.9y,no,yes,no,cellular,sep,wed,1,1,success,-3.4,92.379,-29.8,0.781,5017.5,1,5,0.7874848366239059
40858,59,unemployed,married,basic.9y,no,yes,yes,cellular,oct,fri,1,0,nonexistent,-1.1,94.601,-49.5,0.942,4963.6,0,0,0.7870048275472985
40276,68,retired,divorced,high.school,no,yes,yes,cellular,jul,wed,1,1,success,-1.7,94.215,-40.3,0.896,4991.6,1,3,0.7851541587679637
38221,63,retired,married,high.school,no,no,no,cellular,oct,wed,1,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0,0.783264770093428
38222,63,retired,married,high.school,no,no,no,cellular,oct,wed,1,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0,0.783264770093428
40351,31,student,single,university.degree,no,no,no,cellular,aug,tue,4,2,success,-1.7,94.027,-38.3,0.899,4991.6,1,6,0.7830701780865671
40926,31,blue-collar,single,basic.9y,no,no,no,telephone,oct,tue,1,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,0,0,0.7821804639106504
39147,19,student,single,basic.6y,no,yes,no,cellular,mar,tue,1,2,success,-1.8,93.369,-34.8,0.655,5008.7,1,5,0.7817995548510444
40382,30,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1,2,success,-1.7,94.027,-38.3,0.9,4991.6,1,0,0.7813322281284298
38527,62,retired,married,high.school,no,no,no,cellular,oct,wed,1,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,0,0.7812549335777345
38202,63,retired,married,high.school,no,yes,no,cellular,oct,wed,1,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0,0.7810951704336297
38258,35,student,single,university.degree,no,yes,no,cellular,oct,tue,2,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0,0,0.7808772272653571
40965,81,retired,divorced,basic.4y,no,yes,no,cellular,oct,thu,1,1,failure,-1.1,94.601,-49.5,0.987,4963.6,0,0,0.7804591801926175
40919,22,unemployed,single,university.degree,no,no,yes,telephone,oct,mon,2,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,0,0,0.780361900361637
41174,62,retired,married,university.degree,no,yes,no,cellular,nov,thu,1,6,success,-1.1,94.767,-50.8,1.031,4963.6,1,1,0.7795131442464512
40923,20,student,single,unknown,no,no,no,cellular,oct,mon,3,3,failure,-1.1,94.601,-49.5,0.977,4963.6,0,0,0.7794895441919352
38498,22,student,single,basic.6y,no,yes,no,cellular,oct,tue,1,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,0,0,0.7793844396457379
38499,22,student,single,basic.6y,no,yes,no,cellular,oct,tue,1,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,0,0,0.7793844396457379
39058,76,retired,married,university.degree,no,yes,yes,cellular,dec,thu,2,2,success,-3.0,92.713,-33.0,0.712,5023.5,1,4,0.7791805691623107
38521,63,retired,married,high.school,no,yes,no,cellular,oct,wed,1,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,0,0.7788827279396677
40380,48,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1,2,success,-1.7,94.027,-38.3,0.9,4991.6,1,0,0.7779526861751863
39227,64,retired,married,university.degree,no,no,no,cellular,mar,tue,2,1,success,-1.8,93.369,-34.8,0.652,5008.7,1,5,0.7770783407834122
40922,61,admin.,married,high.school,no,yes,no,cellular,oct,mon,4,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,0,0,0.7767645013506999
40935,20,student,single,unknown,no,no,no,telephone,oct,tue,1,1,failure,-1.1,94.601,-49.5,0.982,4963.6,0,0,0.7759857859178202
40879,75,retired,married,basic.4y,no,yes,no,cellular,oct,wed,3,3,failure,-1.1,94.601,-49.5,0.959,4963.6,0,0,0.7757203220271844
39061,76,retired,married,university.degree,no,no,yes,cellular,dec,thu,3,2,success,-3.0,92.713,-33.0,0.712,5023.5,1,4,0.7757050970676419
38286,71,retired,married,basic.9y,no,no,no,cellular,oct,wed,1,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0,0,0.7756174412469137
41098,29,student,single,high.school,no,yes,yes,cellular,nov,thu,1,3,success,-1.1,94.767,-50.8,1.05,4963.6,1,3,0.7752258337182337
39180,64,retired,married,university.degree,no,no,no,cellular,mar,fri,1,2,success,-1.8,93.369,-34.8,0.653,5008.7,1,3,0.775042486812447
37970,61,retired,married,university.degree,no,no,no,cellular,sep,mon,1,2,success,-3.4,92.379,-29.8,0.797,5017.5,1,3,0.7748392966664845
41059,42,services,married,basic.9y,no,no,no,telephone,oct,thu,1,0,nonexistent,-1.1,94.601,-49.5,1.045,4963.6,0,0,0.7743399402463419
40984,44,services,married,high.school,no,no,no,cellular,oct,mon,3,0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,0,0,0.7736722418222358
38567,67,retired,married,unknown,no,no,no,cellular,oct,thu,2,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,0,0,0.7724500837613306
38184,82,retired,married,university.degree,no,yes,no,cellular,oct,tue,1,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,0,0,0.7724433765990957
38192,82,retired,married,university.degree,no,yes,no,cellular,oct,tue,1,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,0,0,0.7724433765990957
38033,76,retired,married,basic.4y,no,yes,no,cellular,sep,wed,2,1,success,-3.4,92.379,-29.8,0.781,5017.5,1,3,0.772277322219335
38253,71,retired,single,university.degree,no,unknown,unknown,cellular,oct,tue,1,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0,0,0.7715791727076904
39215,64,retired,married,university.degree,no,no,no,cellular,mar,tue,2,1,success,-1.8,93.369,-34.8,0.652,5008.7,1,6,0.770592041988913
40991,67,retired,divorced,basic.4y,no,yes,no,cellular,oct,tue,1,1,failure,-1.1,94.601,-49.5,1.008,4963.6,0,0,0.7704075599901097
39348,78,retired,married,unknown,no,no,no,cellular,mar,thu,1,2,success,-1.8,93.369,-34.8,0.635,5008.7,1,6,0.7694974348492
38556,72,retired,married,basic.6y,no,yes,yes,cellular,oct,thu,3,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,0,0,0.7692550220185191
40573,22,student,single,high.school,no,no,no,cellular,sep,wed,3,1,success,-1.1,94.199,-37.5,0.886,4963.6,1,5,0.7681200600069774
40894,39,housemaid,married,basic.4y,no,no,no,cellular,oct,fri,1,0,nonexistent,-1.1,94.601,-49.5,0.972,4963.6,0,0,0.7679432979429113
40863,30,self-employed,single,basic.9y,no,no,yes,telephone,oct,mon,1,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6,0,0,0.767722916322709
40799,23,student,single,high.school,no,no,yes,cellular,sep,thu,2,2,success,-1.1,94.199,-37.5,0.878,4963.6,1,3,0.7676626420698696
38408,70,retired,married,high.school,no,yes,no,cellular,oct,wed,3,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,0,0,0.7675874725770668
38229,77,retired,divorced,unknown,no,no,no,cellular,oct,thu,2,0,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,0,0,0.7665357227831671
38541,24,student,single,high.school,no,yes,no,cellular,oct,thu,3,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,0,0,0.7661732830929203
40278,24,student,single,professional.course,no,no,no,cellular,jul,wed,2,3,success,-1.7,94.215,-40.3,0.896,4991.6,1,6,0.7657192616859968
38515,21,student,single,high.school,no,no,no,cellular,oct,tue,1,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,0,0,0.7655524895309765
40586,60,retired,married,university.degree,no,no,no,cellular,sep,thu,2,1,success,-1.1,94.199,-37.5,0.884,4963.6,1,6,0.7642715107434942
40979,56,technician,divorced,professional.course,no,yes,yes,cellular,oct,mon,5,0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,0,0,0.7637905363860702
37918,25,admin.,single,university.degree,no,yes,no,cellular,sep,thu,1,1,success,-3.4,92.379,-29.8,0.809,5017.5,1,1,0.7623872744761747
40865,40,technician,married,professional.course,no,yes,no,telephone,oct,tue,1,0,nonexistent,-1.1,94.601,-49.5,0.956,4963.6,0,0,0.7618520985271763
38597,18,student,single,basic.6y,no,no,yes,cellular,oct,fri,2,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,0,0,0.7614789958555445
40864,58,admin.,married,university.degree,no,yes,no,telephone,oct,mon,1,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6,0,0,0.7608635464979517
41178,62,retired,married,university.degree,no,no,no,cellular,nov,thu,2,3,success,-1.1,94.767,-50.8,1.031,4963.6,1,6,0.759842678569926
40418,59,retired,married,professional.course,no,no,no,cellular,aug,fri,3,1,success,-1.7,94.027,-38.3,0.905,4991.6,1,3,0.7596181268111365
38450,24,student,single,unknown,no,yes,no,cellular,oct,fri,1,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,0,0,0.759412471270209
40728,24,student,single,high.school,no,yes,yes,cellular,sep,wed,2,2,success,-1.1,94.199,-37.5,0.876,4963.6,1,6,0.7591329256728614
40466,26,student,single,high.school,no,yes,no,cellular,aug,wed,1,1,success,-1.7,94.027,-38.3,0.903,4991.6,1,14,0.7586658706599788
40735,60,retired,married,high.school,no,no,no,cellular,sep,wed,1,1,success,-1.1,94.199,-37.5,0.876,4963.6,1,6,0.7586008830214264
40366,61,retired,married,university.degree,no,no,no,telephone,aug,wed,2,1,success,-1.7,94.027,-38.3,0.9,4991.6,1,7,0.7577680936386596
41043,38,admin.,divorced,university.degree,no,yes,no,telephone,oct,mon,3,0,nonexistent,-1.1,94.601,-49.5,1.032,4963.6,0,0,0.7575998236659016
40413,59,retired,married,professional.course,no,yes,no,cellular,aug,fri,2,2,success,-1.7,94.027,-38.3,0.905,4991.6,1,3,0.7575346405977114
38967,83,retired,married,high.school,no,no,no,cellular,dec,thu,1,3,success,-3.0,92.713,-33.0,0.72,5023.5,1,4,0.7554515646302042
36368,24,student,single,high.school,no,no,no,cellular,jun,tue,1,1,success,-2.9,92.963,-40.8,1.262,5076.2,1,3,0.7553983132875963
38548,80,retired,divorced,high.school,no,yes,no,cellular,oct,thu,1,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,0,0,0.7543314920384944
40726,32,student,single,high.school,no,no,no,cellular,sep,tue,2,1,success,-1.1,94.199,-37.5,0.877,4963.6,1,3,0.7534579123387967
40360,48,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,1,3,success,-1.7,94.027,-38.3,0.9,4991.6,1,0,0.7533182564414826
40470,75,retired,married,basic.4y,no,no,no,cellular,aug,wed,2,3,success,-1.7,94.027,-38.3,0.903,4991.6,1,6,0.752874405970429
40454,65,retired,married,professional.course,no,yes,no,cellular,aug,tue,1,3,success,-1.7,94.027,-38.3,0.904,4991.6,1,6,0.7521327679850398
40924,28,blue-collar,single,basic.9y,no,yes,no,telephone,oct,mon,1,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,0,0,0.7519265286138718
39336,30,student,single,unknown,no,yes,no,cellular,mar,tue,1,1,success,-1.8,93.369,-34.8,0.637,5008.7,1,9,0.7519100431461818
40556,69,retired,married,high.school,no,yes,yes,cellular,sep,wed,1,2,success,-1.1,94.199,-37.5,0.886,4963.6,1,6,0.7517444129434059
40744,19,student,single,basic.6y,no,yes,no,cellular,sep,thu,2,4,success,-1.1,94.199,-37.5,0.879,4963.6,1,6,0.7497238602916012
39184,72,retired,married,professional.course,no,no,no,cellular,mar,fri,1,1,success,-1.8,93.369,-34.8,0.653,5008.7,1,3,0.7496328041308196
39325,38,student,single,unknown,no,no,yes,cellular,mar,mon,1,4,success,-1.8,93.369,-34.8,0.639,5008.7,1,3,0.7493762345361202
38977,23,student,single,university.degree,no,yes,no,cellular,dec,fri,2,2,success,-3.0,92.713,-33.0,0.718,5023.5,1,6,0.7492046423604116
38246,77,retired,married,university.degree,no,no,yes,cellular,oct,mon,1,0,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,0,0,0.7488374397267593
40371,28,student,single,basic.9y,no,no,yes,cellular,aug,wed,1,3,failure,-1.7,94.027,-38.3,0.9,4991.6,1,6,0.748634902133429
39065,21,student,single,university.degree,no,yes,no,cellular,dec,fri,3,1,success,-3.0,92.713,-33.0,0.71,5023.5,1,6,0.7481474965904136
38448,21,student,single,high.school,no,yes,no,cellular,oct,fri,1,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,0,0,0.7472951719494898
40117,83,retired,married,university.degree,no,yes,no,cellular,jul,tue,1,2,success,-1.7,94.215,-40.3,0.835,4991.6,1,6,0.7472950874970348
38181,63,retired,married,basic.6y,no,yes,no,cellular,oct,fri,2,0,nonexistent,-3.4,92.431,-26.9,0.752,5017.5,0,0,0.7472679053674726
38557,82,retired,single,basic.4y,no,yes,no,cellular,oct,thu,2,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,0,0,0.7464473371699887
38577,82,retired,single,basic.4y,no,yes,no,cellular,oct,thu,2,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,0,0,0.7464473371699887
40971,68,retired,divorced,high.school,no,yes,no,cellular,oct,mon,4,2,failure,-1.1,94.601,-49.5,1.0,4963.6,0,0,0.7458794019317111
38091,31,self-employed,married,university.degree,no,no,no,cellular,sep,wed,1,1,success,-3.4,92.379,-29.8,0.768,5017.5,1,3,0.745509924779974
40661,31,student,single,unknown,no,unknown,unknown,cellular,sep,wed,2,2,success,-1.1,94.199,-37.5,0.88,4963.6,1,6,0.7451641565108071
40734,23,student,single,professional.course,no,yes,no,cellular,sep,wed,1,2,success,-1.1,94.199,-37.5,0.876,4963.6,1,8,0.7451199059306967
40238,31,student,single,university.degree,no,no,no,cellular,jul,fri,3,2,success,-1.7,94.215,-40.3,0.885,4991.6,1,6,0.745003169759267
38194,65,retired,married,high.school,no,yes,no,cellular,oct,tue,2,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,0,0,0.7447723708677901
40358,21,student,single,high.school,no,yes,no,cellular,aug,tue,3,2,success,-1.7,94.027,-38.3,0.899,4991.6,1,9,0.7439267167212077
38517,75,retired,married,basic.4y,no,no,no,cellular,oct,wed,2,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,0,0.7438999992209148
38443,24,student,single,unknown,no,no,no,cellular,oct,fri,4,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,0,0,0.7434030756142339
38071,70,retired,married,basic.4y,no,no,no,cellular,sep,tue,1,2,success,-3.4,92.379,-29.8,0.77,5017.5,1,3,0.743386964427053
36245,22,student,single,basic.6y,no,yes,no,cellular,jun,mon,1,1,success,-2.9,92.963,-40.8,1.266,5076.2,1,3,0.7420809130479139
40961,54,self-employed,married,university.degree,no,no,no,cellular,oct,thu,3,1,failure,-1.1,94.601,-49.5,0.987,4963.6,0,0,0.7411592696850824
38255,71,retired,single,university.degree,no,no,no,telephone,oct,tue,1,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0,0,0.7410107050936126
38281,71,retired,single,university.degree,no,no,no,telephone,oct,tue,1,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0,0,0.7410107050936126
38190,69,retired,divorced,professional.course,no,no,no,cellular,oct,tue,1,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,0,0,0.7404488120357513
38553,58,retired,divorced,high.school,no,yes,no,cellular,oct,thu,4,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,0,0,0.7402807779416984
38373,20,student,single,high.school,no,no,yes,cellular,oct,mon,1,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0,0,0.740042913085256
38361,21,student,single,high.school,no,no,yes,cellular,oct,mon,1,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0,0,0.7398326121570262
38410,88,retired,divorced,basic.4y,no,yes,no,cellular,oct,wed,1,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,0,0,0.7394968268723054
38573,54,retired,married,basic.4y,no,no,no,cellular,oct,thu,1,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,0,0,0.7390616679975737
40372,28,student,single,basic.9y,no,no,no,telephone,aug,wed,2,2,success,-1.7,94.027,-38.3,0.9,4991.6,1,6,0.7387516510406213
38386,21,student,single,high.school,no,no,no,cellular,oct,mon,1,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0,0,0.7381179741183082
39258,26,student,single,high.school,no,no,no,cellular,mar,fri,1,3,success,-1.8,93.369,-34.8,0.649,5008.7,1,6,0.7364033153858126
38546,55,retired,married,basic.4y,no,yes,no,cellular,oct,thu,1,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,0,0,0.7363862874292602
39340,30,student,single,unknown,no,no,no,cellular,mar,thu,1,1,success,-1.8,93.369,-34.8,0.635,5008.7,1,14,0.7358642379991416
38584,26,student,single,high.school,no,no,no,cellular,oct,fri,3,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,0,0,0.7345453828088688
38540,54,retired,married,basic.4y,no,no,yes,cellular,oct,thu,2,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,0,0,0.7344200596917875
38582,78,retired,divorced,basic.6y,no,no,no,cellular,oct,fri,2,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,0,0,0.7343727927814593
39334,30,student,single,unknown,no,no,yes,telephone,mar,tue,1,2,success,-1.8,93.369,-34.8,0.637,5008.7,1,3,0.7335049930282529
